rapport;compen;n;type_pertuB1;type_pertuB;sp_pertu;I_old;I;I_Irecymax;lessi;lambda;D;a2;a3;a4;a5;b2;b3;b4;b5;alpha3;m;Eq_B1;Eq_B2;Eq_B3;recy_tot;recy_mort;recy_no_convertie;recy_B2;recy_B3;recy_mort_B2;recy_mort_B3;recy_noconvers_B2;recy_noconvers_B3;VC_11;VC_21;VC_31;VC_12;VC_22;VC_32;VC_13;VC_23;VC_33;R_11;R_21;R_31;R_12;R_22;R_32;R_13;R_23;R_33;VP;fluxEq_I;fluxEq_mortB1;fluxEq_huntB1;fluxEq_recyB2;fluxEq_recyB3;fluxEq_mortB2;fluxEq_mortB3;fluxEq_prelB2;fluxEq_prelB3;fluxEq_huntB2;J11;J12;J13;J21;J22;J23;J31;J32;J33;J_inverse11;J_inverse12;J_inverse13;J_inverse21;J_inverse22;J_inverse23;J_inverse31;J_inverse32;J_inverse33;supp
0.0;1.0;2.0;1.0;1.0;3.0;0.1;0.1;0.10025000000004089;0.1;1.0;0.0;2.0;0.401;0.5;0.5;1.0;0.5;0.8;0.4;1.0;0.1;0.9999999999995492;0.4987531172070226;4.738154613464089;0.9975062344135582;0.5236907730671112;0.47381546134644703;0.04987531172070226;0.947630922692856;0.04987531172070226;0.47381546134640895;0.0;0.47381546134644703;0.04850563984997411;-0.005922693266832127;0.23804341768049578;-0.005922693266832138;0.0014402778370238318;-0.029539617290933358;0.23804341768049583;-0.02953961729093334;1.1940902857133684;1.0;-0.7085981000056446;0.9891029005298763;-0.7085981000056458;1.0;-0.7123003255806669;0.9891029005298765;-0.7123003255806665;1.0;-0.01697506432579088;0.1;0.09999999999995493;0.9975062344135955;0.04987531172070226;0.947630922692856;0.04987531172070226;0.47381546134640895;0.9975062344135955;0.47381546134644703;0.947630922692894;-1.0975062344140452;-0.9499999999995485;0.20000000000000806;0.9975062344140452;-1.2490009027033011e-15;-0.20000000000001608;0.0;0.9499999999995499;8.03523914072457e-15;-10.000000000000016;-10.000000000000014;-10.000000000000014;4.2185269146756207e-13;4.641434237871817e-13;1.052631578948289;-49.87531172069832;-54.87531172069792;-49.87531172069832;
0.0;1.0;2.0;1.0;1.0;3.0;0.1;0.1997506234413558;0.20025000000004087;0.1;0.9;0.0;2.0;0.401;0.5;0.5;1.0;0.5;0.8;0.4;1.0;0.1;0.9999999999997673;0.4987531172069873;4.738154613465174;0.8977556109723644;0.4713216957604946;0.42643391521186985;0.04488778054862886;0.8528678304237356;0.04488778054862886;0.42643391521186574;0.0;0.42643391521186985;0.027941841697986528;-0.005922693266831608;0.1356550226002368;-0.005922693266831609;0.0018239037414261377;-0.0295396172909307;0.1356550226002368;-0.029539617290930707;0.6852471966382894;1.0;-0.8296420774272568;0.9803580749910356;-0.8296420774272569;1.0;-0.8355650644225906;0.9803580749910356;-0.8355650644225908;1.0;-0.03139436210584114;0.1997506234413558;0.09999999999997673;0.9975062344137424;0.04488778054862886;0.8528678304237356;0.04987531172069873;0.4738154613465175;0.9975062344137424;0.473815461346522;0.9476309226930439;-1.0975062344139745;-1.054999999999744;0.18000000000000088;0.9975062344139746;-3.608224830031759e-16;-0.20000000000000193;0.0;0.9499999999997675;9.575673587391975e-16;-5.006242197253436;-4.505617977528098;-5.55956370326567;2.5119669614234377e-14;2.7627827371579955e-14;1.052631578947654;-24.968789013732845;-27.471910112359538;-27.72849727314549;
0.0;1.0;2.0;1.0;1.0;3.0;0.1;0.2995012468827116;0.3002500000000409;0.1;0.8;0.0;2.0;0.401;0.5;0.5;1.0;0.5;0.8;0.4;1.0;0.1;0.9999999999997289;0.49875311720698257;4.738154613464982;0.7980049875309558;0.4189526184537572;0.3790523690771986;0.039900249376558616;0.7581047381543972;0.039900249376558616;0.3790523690771986;0.0;0.3790523690771986;0.02099791671409303;-0.005922693266831224;0.10109387696187501;-0.005922693266831229;0.0021557167741025588;-0.029539617290928816;0.10109387696187502;-0.02953961729092881;0.5144485173297274;1.0;-0.8803092927586424;0.9726705970694374;-0.880309292758643;1.0;-0.8870294805229194;0.9726705970694375;-0.8870294805229193;1.0;-0.04373906040109146;0.2995012468827116;0.09999999999997289;0.9975062344136947;0.039900249376558616;0.7581047381543972;0.04987531172069826;0.4738154613464982;0.9975062344136947;0.4738154613464982;0.9476309226929964;-1.0975062344139652;-1.1599999999996746;0.16000000000000003;0.9975062344139651;8.326672684688674e-17;-0.2;0.0;0.9499999999997288;0.0;-3.338884263114072;-2.6711074104912584;-4.0769534160129925;7.813068624034315e-17;7.807973381231119e-17;1.052631578947669;-16.652789342214824;-18.32223147377186;-20.333932249441357;
0.0;1.0;2.0;1.0;1.0;3.0;0.1;0.3992518703240675;0.4002500000000409;0.1;0.7;0.0;2.0;0.401;0.5;0.5;1.0;0.5;0.8;0.4;1.0;0.1;0.9999999999996939;0.4987531172069825;4.738154613464807;0.6982543640895615;0.3665835411470252;0.3316708229425364;0.034912718204488775;0.6633416458850728;0.034912718204488775;0.3316708229425364;0.0;0.3316708229425364;0.017487520140526333;-0.00592269326683101;0.08357468140091825;-0.00592269326683101;0.0024455497617161094;-0.02953961729092773;0.08357468140091824;-0.029539617290927713;0.4284476900510317;1.0;-0.9056635212924825;0.9655209753119698;-0.9056635212924825;1.0;-0.912573197792959;0.9655209753119697;-0.9125731977929584;1.0;-0.05437345429881801;0.3992518703240675;0.09999999999996939;0.9975062344136597;0.034912718204488775;0.6633416458850728;0.04987531172069826;0.47381546134648067;0.9975062344136597;0.47381546134648067;0.9476309226929613;-1.097506234413965;-1.2649999999996022;0.13999999999999999;0.997506234413965;3.0531133177191805e-16;-0.2;0.0;0.9499999999996938;0.0;-2.50468457214241;-1.7532792004996869;-3.3351852460633404;4.144203398478413e-17;-3.9797416102644244e-17;1.0526315789477076;-12.492192379762642;-13.744534665833847;-16.634340379368275;
0.0;1.0;2.0;1.0;1.0;3.0;0.1;0.49900249376542327;0.5002500000000408;0.1;0.6;0.0;2.0;0.401;0.5;0.5;1.0;0.5;0.8;0.4;1.0;0.1;0.9999999999996724;0.49875311720698295;4.7381546134647;0.5985037406481832;0.314214463840301;0.28428927680788224;0.029925187032418976;0.5685785536157643;0.029925187032418976;0.284289276807882;0.0;0.28428927680788224;0.015365087318320985;-0.005922693266830883;0.0729099112384721;-0.005922693266830882;0.0027008955143096474;-0.0295396172909271;0.07290991123847208;-0.029539617290927092;0.37646970874769004;1.0;-0.9193858878032619;0.9586366622004279;-0.9193858878032617;1.0;-0.9263731384884604;0.9586366622004278;-0.9263731384884601;1.0;-0.06359571061799517;0.49900249376542327;0.09999999999996724;0.9975062344136391;0.029925187032418976;0.5685785536157643;0.0498753117206983;0.47381546134647;0.9975062344136391;0.47381546134647046;0.9476309226929409;-1.0975062344139659;-1.3699999999995414;0.12000000000000005;0.9975062344139659;-1.3877787807814457e-16;-0.20000000000000018;0.0;0.9499999999996724;8.326672684688674e-17;-2.0039980009995007;-1.202398800599701;-2.889976064599309;9.698214731661508e-16;9.818788892875372e-16;1.0526315789477325;-9.995002498750628;-10.997001499250375;-14.413845708724732;
0.0;1.0;2.0;1.0;1.0;3.0;0.1;0.5987531172067792;0.6002500000000409;0.1;0.5;0.0;2.0;0.401;0.5;0.5;1.0;0.5;0.8;0.4;1.0;0.1;0.9999999999996527;0.4987531172069853;4.738154613464603;0.4987531172068109;0.26184538653357947;0.23690773067323148;0.024937655860349267;0.4738154613464617;0.024937655860349267;0.23690773067323018;0.0;0.23690773067323148;0.013945663963164608;-0.00592269326683079;0.0656948057404305;-0.0059226932668307915;0.0029275638332136;-0.029539617290926645;0.06569480574043052;-0.029539617290926655;0.3415608196812283;1.0;-0.9269289719406717;0.9518694996398783;-0.9269289719406719;1.0;-0.9341522284913113;0.9518694996398785;-0.9341522284913116;1.0;-0.07164727138611177;0.5987531172067792;0.09999999999996528;0.9975062344136242;0.024937655860349267;0.4738154613464617;0.049875311720698534;0.47381546134646035;0.9975062344136242;0.47381546134646296;0.9476309226929259;-1.0975062344139705;-1.474999999999479;0.10000000000000028;0.9975062344139706;-5.828670879282072e-16;-0.20000000000000112;0.0;0.949999999999653;5.551115123125783e-16;-1.6701374427321956;-0.8350687213661026;-2.5931081347684413;4.900972172085345e-15;5.318831948190073e-15;1.0526315789477607;-8.329862557267807;-9.1649312786339;-12.933207654705441;
0.0;1.0;2.0;1.0;1.0;3.0;0.1;0.698503740648135;0.700250000000041;0.1;0.3999999999999999;0.0;2.0;0.401;0.5;0.5;1.0;0.5;0.8;0.4;1.0;0.1;0.9999999999996513;0.4987531172069823;4.738154613464594;0.39900249376544666;0.20947630922686303;0.18952618453858364;0.019950124688279287;0.3790523690771674;0.019950124688279287;0.18952618453858375;0.0;0.18952618453858364;0.012933965439416877;-0.0059226932668307395;0.060465654298318905;-0.005922693266830741;0.0031301289262312005;-0.02953961729092638;0.06046565429831892;-0.02953961729092638;0.3164424480520561;1.0;-0.9308340903784836;0.9451386880994975;-0.930834090378484;1.0;-0.9385909958158448;0.9451386880994977;-0.9385909958158448;1.0;-0.07872293634122313;0.698503740648135;0.09999999999996513;0.9975062344136167;0.019950124688279287;0.3790523690771674;0.04987531172069823;0.47381546134645947;0.9975062344136167;0.4738154613464592;0.9476309226929185;-1.0975062344139646;-1.579999999999442;0.07999999999999996;0.9975062344139646;8.326672684688674e-17;-0.1999999999999999;0.0;0.9499999999996512;-5.551115123125783e-17;-1.4316315601570864;-0.5726526240628338;-2.3810293316297133;-4.0132291510442364e-16;-4.958007093406761e-16;1.052631578947754;-7.1403070332024265;-7.856122813280969;-11.875458013115779;
0.0;1.0;2.0;1.0;1.0;3.0;0.1;0.7982543640894908;0.8002500000000409;0.1;0.29999999999999993;0.0;2.0;0.401;0.5;0.5;1.0;0.5;0.8;0.4;1.0;0.1;0.9999999999996427;0.49875311720698273;4.738154613464552;0.2992518703240826;0.15710723192014603;0.14214463840393657;0.01496259351620948;0.2842892768078731;0.01496259351620948;0.14214463840393654;0.0;0.14214463840393657;0.01218126118698765;-0.005922693266830692;0.056487865685628115;-0.005922693266830693;0.0033122412981211615;-0.02953961729092615;0.056487865685628115;-0.029539617290926145;0.29746813711683323;1.0;-0.9324211795814323;0.9384017550135639;-0.9324211795814324;1.0;-0.9410737372420543;0.9384017550135639;-0.9410737372420542;1.0;-0.084979985094747;0.7982543640894908;0.09999999999996428;0.9975062344136091;0.01496259351620948;0.2842892768078731;0.04987531172069828;0.4738154613464552;0.9975062344136091;0.4738154613464554;0.9476309226929107;-1.0975062344139654;-1.6849999999993928;0.06;0.9975062344139655;8.326672684688674e-17;-0.2000000000000001;0.0;0.9499999999996427;4.163336342344337e-17;-1.2527335207747579;-0.37582005623242776;-2.2219536657952634;2.932217697067683e-16;3.4913595527810426e-16;1.052631578947765;-6.248047485160886;-6.874414245548265;-11.082063171048693;
0.0;1.0;2.0;1.0;1.0;3.0;0.1;0.8980049875308466;0.9002500000000409;0.1;0.19999999999999996;0.0;2.0;0.401;0.5;0.5;1.0;0.5;0.8;0.4;1.0;0.1;0.9999999999996353;0.4987531172069835;4.738154613464515;0.19950124688272042;0.10473815461342996;0.09476309226929047;0.009975062344139668;0.18952618453858078;0.009975062344139668;0.09476309226929029;0.0;0.09476309226929047;0.011604200996161112;-0.005922693266830655;0.05335154977641505;-0.005922693266830656;0.003476849707829029;-0.029539617290925968;0.053351549776415035;-0.02953961729092596;0.2826075537002864;1.0;-0.9324352020976779;0.9316387313625459;-0.932435202097678;1.0;-0.9423668980025903;0.9316387313625457;-0.9423668980025901;1.0;-0.09054582938949882;0.8980049875308466;0.09999999999996353;0.9975062344136032;0.009975062344139668;0.18952618453858078;0.049875311720698354;0.4738154613464516;0.9975062344136032;0.47381546134645247;0.9476309226929049;-1.097506234413967;-1.7899999999993434;0.040000000000000036;0.997506234413967;-1.3877787807814457e-16;-0.2000000000000004;0.0;0.9499999999996354;1.942890293094024e-16;-1.1135795612329913;-0.22271591224659992;-2.0982183311653553;1.2091414496223998e-15;1.2274756078784824e-15;1.0526315789477745;-5.554012774229381;-6.110802554845875;-10.464929332495538;
0.0;1.0;2.0;1.0;1.0;3.0;0.1;0.9977556109722024;1.000250000000041;0.1;0.09999999999999998;0.0;2.0;0.401;0.5;0.5;1.0;0.5;0.8;0.4;1.0;0.1;0.9999999999996327;0.4987531172069827;4.738154613464502;0.09975062344135988;0.05236907730671484;0.04738154613464503;0.004987531172069826;0.09476309226929004;0.004987531172069826;0.047381546134645014;0.0;0.04738154613464503;0.011152278225177736;-0.005922693266830628;0.05080955697058844;-0.005922693266830631;0.0036263620593501088;-0.02953961729092583;0.050809556970588456;-0.029539617290925836;0.2706394690117739;1.0;-0.931326289491967;0.9248430642834624;-0.9313262894919676;1.0;-0.9429175452095501;0.9248430642834626;-0.9429175452095503;1.0;-0.09552419211602078;0.9977556109722024;0.09999999999996328;0.997506234413599;0.004987531172069826;0.09476309226929004;0.04987531172069827;0.47381546134645025;0.997506234413599;0.47381546134645036;0.9476309226929007;-1.0975062344139654;-1.8949999999993021;0.02;0.9975062344139654;8.326672684688674e-17;-0.20000000000000007;0.0;0.9499999999996327;2.7755575615628914e-17;-1.0022494376405897;-0.10022494376405923;-1.9992238782410026;1.1125790304612913e-16;1.6788005393444046e-16;1.0526315789477756;-4.998750312421893;-5.499875031242189;-9.971191412673328;
