rapport;compen;n;type_pertuB1;type_pertuB;sp_pertu;I_old;I;I_Irecymax;lessi;lambda;D;a2;a3;a4;a5;b2;b3;b4;b5;alpha3;m;Eq_B1;Eq_B2;Eq_B3;recy_tot;recy_mort;recy_no_convertie;recy_B2;recy_B3;recy_mort_B2;recy_mort_B3;recy_noconvers_B2;recy_noconvers_B3;VC_11;VC_21;VC_31;VC_12;VC_22;VC_32;VC_13;VC_23;VC_33;R_11;R_21;R_31;R_12;R_22;R_32;R_13;R_23;R_33;VP;fluxEq_I;fluxEq_mortB1;fluxEq_huntB1;fluxEq_recyB2;fluxEq_recyB3;fluxEq_mortB2;fluxEq_mortB3;fluxEq_prelB2;fluxEq_prelB3;fluxEq_huntB2;J11;J12;J13;J21;J22;J23;J31;J32;J33;J_inverse11;J_inverse12;J_inverse13;J_inverse21;J_inverse22;J_inverse23;J_inverse31;J_inverse32;J_inverse33;supp
0.0;1.0;2.0;1.0;1.0;3.0;0.05;0.05;0.10000000000002188;0.1;1.0;0.0;2.0;0.4;0.2;0.5;1.0;0.5;0.4;0.4;1.0;0.1;0.49999999999987726;0.5000000000000236;2.249999999999388;0.49999999999989064;0.2749999999999412;0.22499999999994946;0.05000000000000237;0.44999999999988827;0.05000000000000237;0.2249999999999388;0.0;0.22499999999994946;0.011141826923071047;-0.0028124999999998143;0.054951923076894234;-0.00281249999999982;0.0009615384615386088;-0.014062499999999107;0.054951923076894234;-0.014062499999999076;0.27692307692293205;1.0;-0.8592726660166059;0.9892934126489877;-0.8592726660166077;1.0;-0.8617863895712095;0.9892934126489877;-0.8617863895712075;1.0;-0.017264287931897288;0.05;0.04999999999998773;0.4999999999999009;0.05000000000000237;0.44999999999988827;0.05000000000000237;0.2249999999999388;0.4999999999999009;0.22499999999994946;0.44999999999989887;-1.1000000000000474;-0.44999999999987694;0.20000000000000473;1.0000000000000473;-6.938893903907228e-16;-0.20000000000000948;0.0;0.4499999999998776;4.73232564246473e-15;-9.999999999999986;-9.999999999999986;-9.999999999999988;5.258139602740011e-13;5.783953563013988e-13;2.2222222222233525;-49.99999999999993;-54.99999999999969;-49.99999999999994;
0.0;1.0;2.0;1.0;1.0;3.0;0.05;0.2999999999999453;0.6000000000000218;0.1;0.5;0.0;2.0;0.4;0.2;0.5;1.0;0.5;0.4;0.4;1.0;0.1;0.49999999999990835;0.5000000000000004;2.2499999999995417;0.24999999999995431;0.1374999999999771;0.11249999999997719;0.025000000000000022;0.2249999999999543;0.025000000000000022;0.11249999999997709;0.0;0.11249999999997719;0.0032920298590491644;-0.0028124999999994296;0.015821703449548835;-0.002812499999999429;0.0025037091988129668;-0.014062499999997147;0.015821703449548835;-0.014062499999997152;0.08474186294507223;1.0;-0.9796449539329871;0.9472668815735766;-0.979644953932987;1.0;-0.9654317768582426;0.9472668815735766;-0.9654317768582429;1.0;-0.07296701003877105;0.2999999999999453;0.049999999999990836;0.4999999999999088;0.025000000000000022;0.2249999999999543;0.050000000000000044;0.22499999999995418;0.4999999999999088;0.22499999999995438;0.44999999999990875;-1.100000000000001;-0.7249999999998624;0.10000000000000005;1.0000000000000009;-2.7755575615628914e-17;-0.20000000000000018;0.0;0.44999999999990836;8.326672684688674e-17;-1.6666666666666665;-0.833333333333334;-2.6851851851852224;1.5375950831851778e-15;1.758427375612097e-15;2.2222222222226775;-8.333333333333332;-9.166666666666666;-13.425925925926112;
0.0;1.0;2.0;1.0;1.0;3.0;0.05;0.5499999999998907;1.100000000000022;0.1;0.0;0.0;2.0;0.4;0.2;0.5;1.0;0.5;0.4;0.4;1.0;0.1;0.49999999999989747;0.5000000000000031;2.249999999999489;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002556818181817077;-0.002812499999999378;0.011633522727267745;-0.0028124999999993767;0.003323863636363546;-0.0140624999999969;0.011633522727267736;-0.014062499999996892;0.06564630681815493;1.0;-0.9647638212377404;0.8979583029985516;-0.96476382123774;1.0;-0.9519974546297106;0.897958302998551;-0.9519974546297101;1.0;-0.1;0.5499999999998907;0.04999999999998975;0.4999999999999006;0.0;0.0;0.050000000000000315;0.2249999999999489;0.4999999999999006;0.2249999999999503;0.4499999999999006;-1.1000000000000063;-0.9999999999997949;0.0;1.0000000000000062;-6.938893903907228e-16;-0.20000000000000126;0.0;0.4499999999998978;6.245004513516506e-16;-0.9090909090909095;-6.300515664747719e-15;-2.020202020202066;6.32494057129081e-15;6.930567231223952e-15;2.222222222222741;-4.545454545454548;-5.0;-10.101010101010335;
0.0;1.0;2.0;1.0;1.0;3.0;0.05;0.05;0.10024775005130714;0.1;1.0;1e-06;2.0;0.401;0.2;0.5;1.0;0.5;0.4;0.4;1.0;0.1;0.5000000000024472;0.4987643111605481;2.2443877836423116;0.49876431116319153;0.2743204955226474;0.22444381564054414;0.0498766798818929;0.44888763128129866;0.0498766798818929;0.22444381564075452;0.0;0.22444381564054414;0.011111079288286387;-0.0028052094714410766;0.05466008672519018;-0.002805209471441075;0.0009596624383675987;-0.013991072076170969;0.054660086725190175;-0.01399107207617097;0.27477826913293024;1.0;-0.8590687573616462;0.9892384796187859;-0.8590687573616457;1.0;-0.8615898097689748;0.9892384796187857;-0.8615898097689749;1.0;-0.017301326929149437;0.05;0.05000000000024472;0.4987643111629892;0.0498766798818929;0.44888763128129866;0.0498766798818929;0.22444381564075452;0.4987643111629892;0.22444381564054414;0.4488876312810883;-1.0975286223210963;-0.44999925185598844;0.20000673316325718;0.9975286223210962;-4.987642950900697e-07;-0.2000044887753798;0.0;0.4499997506202835;-2.244387877386768e-06;-9.999999999999986;-9.999999999999988;-9.999999999999986;-0.000248754682310669;-0.00027369177952717345;2.221974699017727;-49.875311720077846;-54.875199503149744;-49.875317261782044;
0.0;1.0;2.0;1.0;1.0;3.0;0.05;0.29938215558159575;0.6002477500513071;0.1;0.5;1e-06;2.0;0.401;0.2;0.5;1.0;0.5;0.4;0.4;1.0;0.1;0.5000000000018168;0.49876431116101577;2.2443877836392083;0.24938215558141405;0.13716024776119193;0.11222190782022212;0.024938339940969834;0.22444381564044422;0.024938339940969834;0.1122219078202221;0.0;0.11222190782022212;0.0032901376772123308;-0.0028053992170717127;0.01577053796356657;-0.0028053992170717127;0.002493223530164468;-0.013992022262760492;0.01577053796356657;-0.01399202226276049;0.0842658655328688;1.0;-0.9795058343702714;0.9471388029947908;-0.9795058343702714;1.0;-0.965326072052853;0.9471388029947908;-0.9653260720528529;1.0;-0.07297948511749433;0.29938215558159575;0.05000000000018168;0.49876431116282804;0.024938339940969834;0.22444381564044422;0.04987667988193967;0.2244438156404442;0.49876431116282804;0.22444381564044424;0.4488876312808885;-1.0975286223220315;-0.7249996259294917;0.10000336658167547;0.9975286223220315;-4.98764311410816e-07;-0.20000448877556734;0.0;0.4499997506196613;-2.2443877836114527e-06;-1.6700715280713179;-0.8350149406685017;-2.6906718235633393;-4.154380950448704e-05;-4.570848293594798e-05;2.2221565219844397;-8.329533805738384;-9.1645508287436;-13.41981513536958;
0.0;1.0;2.0;1.0;1.0;3.0;0.05;0.5487643111631916;1.1002477500513073;0.1;0.0;1e-06;2.0;0.401;0.2;0.5;1.0;0.5;0.4;0.4;1.0;0.1;0.5000000000019822;0.49876431116101605;2.244387783640033;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0025561226602743643;-0.0028054177818059296;0.011598470688612965;-0.002805417781805929;0.003309087027467518;-0.01399211688952341;0.011598470688612963;-0.013992116889523403;0.06529320060087714;1.0;-0.9646118785244862;0.8977923597172187;-0.964611878524486;1.0;-0.9519088206973706;0.8977923597172186;-0.95190882069737;1.0;-0.10000437672964682;0.5487643111631916;0.05000000000019822;0.49876431116299336;0.0;0.0;0.049876679881939695;0.22444381564052665;0.49876431116299336;0.22444381564052684;0.4488876312810537;-1.0975286223220322;-1.0000000000039644;0.0;0.9975286223220321;-4.987643112997939e-07;-0.20000448877556745;0.0;0.44999975061982667;-2.244387783556766e-06;-0.9111173186676339;2.2720620201431674e-05;-2.0247062746255895;-2.2664468967730347e-05;-2.493653098788058e-05;2.222173088187788;-4.54422602821098;-4.999774463265706;-10.098291200559272;
0.0;1.0;2.0;1.0;1.0;3.0;0.05;0.05;0.10024716508216405;0.1;1.0;1.26e-06;2.0;0.401;0.2;0.5;1.0;0.5;0.4;0.4;1.0;0.1;0.4999999999999161;0.4987672215870479;2.244387460232253;0.49876722158695724;0.27432212859713445;0.2244450929898228;0.04987703560731886;0.44889018597963837;0.04987703560731886;0.22444509298981558;0.0;0.2244450929898228;0.01111106391804335;-0.002805137500618549;0.054660011978172385;-0.002805137500618547;0.0009596303633099962;-0.013990713741574444;0.054660011978172385;-0.01399071374157445;0.27477786113756153;1.0;-0.859061667597543;0.9892385454855299;-0.8590616675975424;1.0;-0.8615827812362044;0.9892385454855299;-0.8615827812362047;1.0;-0.017301304631358635;0.05;0.049999999999991614;0.49876722158696424;0.04987703560731886;0.44889018597963837;0.04987703560731886;0.22444509298981558;0.49876722158696424;0.2244450929898228;0.4488901859796456;-1.0975344431740959;-0.44999905732986706;0.2000084837846029;0.9975344431740958;-6.284466996715252e-07;-0.20000565585640623;0.0;0.44999968577656674;-2.8279281966729917e-06;-9.999999999999986;-9.999999999999986;-9.999999999999984;-0.00031343088626080315;-0.00034485144405763324;2.2219103430138225;-49.87531171971333;-54.87517032720292;-49.87531870226185;
0.0;1.0;2.0;1.0;1.0;3.0;0.05;0.29938361079347864;0.6002471650821641;0.1;0.5;1.26e-06;2.0;0.401;0.2;0.5;1.0;0.5;0.4;0.4;1.0;0.1;0.49999999999993755;0.4987672215870319;2.2443874602323586;0.2493836107934848;0.13716106429857172;0.11222254649491309;0.024938517803658633;0.22444509298982618;0.024938517803658633;0.11222254649491308;0.0;0.11222254649491309;0.0032901023271107296;-0.002805376580649902;0.015770370306601198;-0.0028053765806499028;0.00249320972134279;-0.013991910979411604;0.0157703703066012;-0.013991910979411604;0.08426501462045642;1.0;-0.9795059054123721;0.9471386041709978;-0.9795059054123725;1.0;-0.9653259416411366;0.947138604170998;-0.9653259416411366;1.0;-0.07298023114156606;0.29938361079347864;0.04999999999999376;0.4987672215869696;0.024938517803658633;0.22444509298982618;0.049877035607317266;0.22444509298982615;0.4987672215869696;0.22444509298982618;0.44889018597965236;-1.097534443174064;-0.7249995286648819;0.10000424189229985;0.9975344431740638;-6.284466992274157e-07;-0.20000565585639982;0.0;0.44999968577658794;-2.827928199878894e-06;-1.670054391117378;-0.8350009585383993;-2.690644481382003;-5.234466285048228e-05;-5.759206690847214e-05;2.2221394407914423;-8.329448334585539;-9.164451916825968;-13.419680206133917;
0.0;1.0;2.0;1.0;1.0;3.0;0.05;0.5487672215869572;1.1002471650821641;0.1;0.0;1.26e-06;2.0;0.401;0.2;0.5;1.0;0.5;0.4;0.4;1.0;0.1;0.4999999999999315;0.4987672215870324;2.244387460232329;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.002556092876592462;-0.0028053999720124858;0.011598331498561251;-0.0028053999720124858;0.0033090836453512355;-0.013992030208155525;0.01159833149856125;-0.01399203020815552;0.06529250415228256;1.0;-0.964611867567496;0.8977916041848071;-0.964611867567496;1.0;-0.9519084868339006;0.897791604184807;-0.9519084868339003;1.0;-0.10000551467980548;0.5487672215869572;0.049999999999993154;0.49876722158696407;0.0;0.0;0.049877035607317315;0.22444509298982315;0.49876722158696407;0.2244450929898234;0.4488901859796468;-1.0975344431740648;-0.999999999999863;0.0;0.9975344431740648;-6.284466993384387e-07;-0.2000056558564;0.0;0.44999968577658195;-2.827928199781712e-06;-0.9111071176927421;2.8627493882094905e-05;-2.024683897506047;-2.8556911169233765e-05;-3.141966055735828e-05;2.222160314053099;-4.544175150497511;-4.999715826971635;-10.098181034748354;
0.0;1.0;2.0;1.0;1.0;3.0;0.05;0.05;0.10024644509941501;0.1;1.0;1.58e-06;2.0;0.401;0.2;0.5;1.0;0.5;0.4;0.4;1.0;0.1;0.5000000001665175;0.4987708036168513;2.2443870630275846;0.4987708037967301;0.27432413861649674;0.22444666518023337;0.049877473421942105;0.44889333037478796;0.049877473421942105;0.2244466651945546;0.0;0.22444666518023337;0.011111045008927522;-0.002805048921700018;0.05465992002134237;-0.002805048921700018;0.0009595908874755755;-0.013990272717086076;0.05465992002134237;-0.01399027271708607;0.2747773591875713;1.0;-0.8590529410356075;0.9892386265498624;-0.8590529410356075;1.0;-0.8615741300346633;0.9892386265498624;-0.861574130034663;1.0;-0.01730127718759365;0.05;0.05000000001665175;0.4987708037829594;0.049877473421942105;0.44889333037478796;0.049877473421942105;0.2244466651945546;0.4987708037829594;0.22444666518023337;0.44889333036046675;-1.0975416072337025;-0.44999881808026476;0.20001063838829786;0.9975416072337026;-7.880567659586494e-07;-0.20000709225035737;0.0;0.4499996061370307;-3.546137940493273e-06;-10.0;-10.0;-10.0;-0.00039303308884974385;-0.00043243325882758266;2.221831134068393;-49.87531171914965;-54.87513441902275;-49.87532047503311;
